,Idrecorrido,Powercod,Rutasalida,Placa,Capacidad,Fechaprogramacion,Horaprogramacion,Ingreso_Salida,Latitud,Longitud
5202,679.0,36A4B284,Ruta 1 Olaya,TVB199,31.0,12/13/2023,7:20,SALIDA,10.3392516666667,-75.4929283333333
5203,681.0,EA67DFB0,Ruta 3 Blas de Lezo,TVC121,40.0,12/13/2023,7:23,SALIDA,10.3409383333333,-75.49329
5204,681.0,265A6488,Ruta 3 Blas de Lezo,TVC121,40.0,12/13/2023,7:23,SALIDA,10.3410416666667,-75.4941166666667
5205,682.0,76F56E88,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:24,SALIDA,10.3394566666667,-75.4928283333333
5206,682.0,469F6F88,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:25,SALIDA,10.3392366666667,-75.4929016666667
5207,683.0,7A573FA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:25,SALIDA,10.3392783333333,-75.492935
5208,683.0,7AF137A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:26,SALIDA,10.3392783333333,-75.492935
5209,683.0,FA757339,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:28,SALIDA,10.3392783333333,-75.492935
5210,683.0,CA8644A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:28,SALIDA,10.3392783333333,-75.492935
5211,682.0,CADB83A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:28,SALIDA,10.3392366666667,-75.4929016666667
5212,683.0,F697B684,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:28,SALIDA,10.3392783333333,-75.492935
5213,683.0,DA8B68A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:29,SALIDA,10.3392783333333,-75.492935
5214,683.0,8A9240A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:29,SALIDA,10.3392783333333,-75.492935
5215,683.0,BA087B39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:30,SALIDA,10.3392783333333,-75.492935
5216,682.0,464C6A88,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:30,SALIDA,10.3392366666667,-75.4929966666667
5217,683.0,56396276,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:31,SALIDA,10.3392783333333,-75.492935
5218,682.0,D6D88284,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:31,SALIDA,10.3391933333333,-75.4929183333333
5219,682.0,DA9D28A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:31,SALIDA,10.3391933333333,-75.4929183333333
5220,683.0,04DAB85A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:31,SALIDA,10.3392783333333,-75.492935
5221,683.0,C4288F5A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392783333333,-75.492935
5222,683.0,4A25F6B0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392783333333,-75.492935
5223,683.0,D4A4995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392783333333,-75.492935
5224,683.0,5A178639,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392783333333,-75.492935
5225,682.0,DACC73A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:32,SALIDA,10.3391933333333,-75.4929183333333
5226,683.0,F3C66C8F,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392783333333,-75.492935
5227,683.0,6A79EAB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392566666667,-75.4929716666667
5228,682.0,4A2544A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/13/2023,16:32,SALIDA,10.3391933333333,-75.4929183333333
5229,683.0,0488985A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:32,SALIDA,10.3392566666667,-75.4929716666667
5230,683.0,6421995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:33,SALIDA,10.3392166666667,-75.49295
5231,683.0,74E3E75A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/13/2023,16:33,SALIDA,10.3392166666667,-75.49295
5232,685.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:04,ENTRADA,10.4116316666667,-75.5207
5233,685.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:08,ENTRADA,10.4076283333333,-75.5094233333333
5234,685.0,03B839A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:11,ENTRADA,10.4063716666667,-75.50241
5235,686.0,F28451BE,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:12,ENTRADA,10.401895,-75.47298
5236,684.0,EA67DFB0,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,18:12,ENTRADA,10.3797866666667,-75.4970333333333
5237,684.0,66686676,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,18:22,ENTRADA,10.3790716666667,-75.4899516666667
5238,685.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:22,ENTRADA,10.3991933333333,-75.501615
5239,686.0,F32E9499,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:26,ENTRADA,10.4017433333333,-75.4624866666667
5240,684.0,B651B184,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,18:27,ENTRADA,10.3796466666667,-75.4817383333333
5241,684.0,A692AA84,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,18:27,ENTRADA,10.37965,-75.4816633333333
5242,684.0,2652B784,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,18:27,ENTRADA,10.379605,-75.4812783333333
5243,686.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:29,ENTRADA,10.4025,-75.4597183333333
5244,685.0,06F16D88,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:29,ENTRADA,10.3929083333333,-75.5039933333333
5245,685.0,AAC5E8B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:32,ENTRADA,10.3927033333333,-75.50399
5246,686.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:32,ENTRADA,10.406175,-75.4489816666667
5247,686.0,9A9D3BA5,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:33,ENTRADA,10.4045916666667,-75.447815
5248,686.0,6A813FA5,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:37,ENTRADA,10.38671,-75.4498233333333
5249,685.0,6A3EE4B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:39,ENTRADA,10.3890283333333,-75.5033116666667
5250,685.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/13/2023,18:39,ENTRADA,10.3890283333333,-75.5033116666667
5251,686.0,1AD7E5B0,Ruta 1 Olaya,TVC949,16.0,12/13/2023,18:39,ENTRADA,10.3786733333333,-75.4513
5252,687.0,2A8DDCB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:01,SALIDA,10.339145,-75.4928766666667
5253,688.0,1A547139,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:05,SALIDA,10.339285,-75.4928916666667
5254,689.0,D65DA484,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:06,SALIDA,10.3392933333333,-75.49294
5255,689.0,44D5D25A,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:07,SALIDA,10.3393083333333,-75.4930916666667
5256,688.0,AAB07239,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:07,SALIDA,10.339225,-75.492925
5257,688.0,DA933FA5,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:07,SALIDA,10.339225,-75.492925
5258,688.0,A38F39A3,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:07,SALIDA,10.339225,-75.492925
5259,689.0,535339A3,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:07,SALIDA,10.3392883333333,-75.4929316666667
5260,687.0,4A0FE2B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:07,SALIDA,10.339145,-75.4928766666667
5261,688.0,5A24E4B0,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:07,SALIDA,10.339225,-75.492925
5262,687.0,D650B084,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:08,SALIDA,10.339145,-75.4928766666667
5263,687.0,9A38DDB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:09,SALIDA,10.3391383333333,-75.492885
5264,688.0,03183AA3,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:09,SALIDA,10.339225,-75.492925
5265,689.0,1A0C7D39,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:10,SALIDA,10.3392066666667,-75.4929283333333
5266,688.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:10,SALIDA,10.339225,-75.492925
5267,689.0,4AAFF7B0,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:11,SALIDA,10.3393016666667,-75.4929416666667
5268,689.0,B410935A,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:11,SALIDA,10.3393016666667,-75.4929416666667
5269,687.0,0474DA5A,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:11,SALIDA,10.339235,-75.4929316666667
5270,687.0,86F0B684,Ruta 2 Daniel Lemaitre,TVC949,16.0,12/13/2023,19:12,SALIDA,10.339235,-75.4929316666667
5271,688.0,93139499,Ruta 3 Blas de Lezo,TVB862,22.0,12/13/2023,19:14,SALIDA,10.339225,-75.492925
5272,689.0,12C253BE,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:15,SALIDA,10.3393016666667,-75.4929416666667
5273,689.0,4AFCEFB0,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:16,SALIDA,10.3393016666667,-75.4929416666667
5274,689.0,5A53F5B0,Ruta 1 Olaya,TVB199,31.0,12/13/2023,19:22,SALIDA,10.3392166666667,-75.4929666666667
5275,690.0,4A25F6B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,5:45,ENTRADA,10.4386466666667,-75.5197783333333
5276,690.0,2A8DDCB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,5:55,ENTRADA,10.4169783333333,-75.5196916666667
5277,690.0,D4A4995A,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,5:56,ENTRADA,10.4152633333333,-75.520035
5278,690.0,BA087B39,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,5:59,ENTRADA,10.4120283333333,-75.5213783333333
5279,690.0,0474DA5A,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:02,ENTRADA,10.4087016666667,-75.515355
5280,692.0,0488985A,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:02,ENTRADA,10.3899033333333,-75.4943233333333
5281,690.0,56396276,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:05,ENTRADA,10.4075966666667,-75.5095616666667
5282,693.0,5A8CF2B0,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:06,ENTRADA,10.3884216666667,-75.5029366666667
5283,693.0,86F0B684,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:06,ENTRADA,10.388415,-75.50296
5284,693.0,2609B184,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:07,ENTRADA,10.3884516666667,-75.502955
5285,693.0,366FA484,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:07,ENTRADA,10.3884516666667,-75.502955
5286,691.0,6421995A,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:07,ENTRADA,10.4026866666667,-75.4829183333333
5287,693.0,DA2DE9B0,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:08,ENTRADA,10.3876383333333,-75.5076333333333
5288,691.0,4AAFF7B0,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:09,ENTRADA,10.4048116666667,-75.479225
5289,693.0,AAE37939,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:09,ENTRADA,10.3877016666667,-75.5114483333333
5290,693.0,4A2544A5,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:10,ENTRADA,10.3888933333333,-75.5144466666667
5291,693.0,9A157A39,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:10,ENTRADA,10.38893,-75.514565
5292,690.0,7AF137A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:10,ENTRADA,10.4024516666667,-75.4956816666667
5293,690.0,CA8644A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:12,ENTRADA,10.3980066666667,-75.493325
5294,690.0,DA8B68A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:12,ENTRADA,10.3980066666667,-75.493325
5295,690.0,04DAB85A,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:14,ENTRADA,10.39445,-75.4881783333333
5296,691.0,F697B684,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:18,ENTRADA,10.4001966666667,-75.4666516666667
5297,693.0,1A547139,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:18,ENTRADA,10.3780883333333,-75.4977816666667
5298,690.0,464C6A88,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:19,ENTRADA,10.3905783333333,-75.4787166666667
5299,693.0,469F6F88,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:24,ENTRADA,10.37989,-75.4878333333333
5300,690.0,03183AA3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:24,ENTRADA,10.3793683333333,-75.47956
5301,691.0,535339A3,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:24,ENTRADA,10.40499,-75.454155
5302,690.0,DACC73A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:24,ENTRADA,10.3793683333333,-75.47956
5303,690.0,F3F40D9C,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:25,ENTRADA,10.3791816666667,-75.4769116666667
5304,693.0,DA9D28A5,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:25,ENTRADA,10.3797483333333,-75.4848716666667
5305,690.0,5A24E4B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:26,ENTRADA,10.3789716666667,-75.4741016666667
5306,691.0,5A178639,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:27,ENTRADA,10.406795,-75.4495333333333
5307,690.0,CADB83A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:27,ENTRADA,10.3788933333333,-75.4731216666667
5308,691.0,1A0C7D39,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:27,ENTRADA,10.4067683333333,-75.4494383333333
5309,691.0,FA757339,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:27,ENTRADA,10.4067466666667,-75.4494
5310,691.0,7A573FA5,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:27,ENTRADA,10.4067333333333,-75.4493783333333
5311,693.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,6:28,ENTRADA,10.379655,-75.48231
5312,690.0,A38F39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:28,ENTRADA,10.3788,-75.47177
5313,690.0,63143AA3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:28,ENTRADA,10.3796933333333,-75.4708566666667
5314,691.0,C4288F5A,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:30,ENTRADA,10.3906816666667,-75.4489516666667
5315,691.0,F3C66C8F,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:30,ENTRADA,10.3906816666667,-75.4489516666667
5316,691.0,6A79EAB0,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:30,ENTRADA,10.3906816666667,-75.4489516666667
5317,691.0,D65DA484,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:30,ENTRADA,10.3906816666667,-75.4489516666667
5318,691.0,12C253BE,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:33,ENTRADA,10.3783033333333,-75.4513416666667
5319,691.0,44D5D25A,Ruta 1 Olaya,SXS281,41.0,12/14/2023,6:33,ENTRADA,10.3783033333333,-75.4513416666667
5320,690.0,93139499,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:33,ENTRADA,10.3819933333333,-75.4656433333333
5321,690.0,C6B99C84,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,6:39,ENTRADA,10.37173,-75.455815
5322,694.0,B651B184,Ruta 3 Blas de Lezo,TVC949,16.0,12/14/2023,7:19,SALIDA,10.339245,-75.49289
5323,694.0,66686676,Ruta 3 Blas de Lezo,TVC949,16.0,12/14/2023,7:19,SALIDA,10.3392716666667,-75.4928666666667
5324,694.0,A692AA84,Ruta 3 Blas de Lezo,TVC949,16.0,12/14/2023,7:19,SALIDA,10.3392716666667,-75.4928666666667
5325,694.0,A692AA84,Ruta 3 Blas de Lezo,TVC949,16.0,12/14/2023,7:19,SALIDA,10.3392716666667,-75.4928666666667
5326,694.0,2652B784,Ruta 3 Blas de Lezo,TVC949,16.0,12/14/2023,7:20,SALIDA,10.33927,-75.4928683333333
5327,695.0,06F16D88,Ruta 1 Olaya,EQX972,40.0,12/14/2023,7:21,SALIDA,10.3391933333333,-75.4928816666667
5328,695.0,7AB3DFB0,Ruta 1 Olaya,EQX972,40.0,12/14/2023,7:21,SALIDA,10.3391933333333,-75.4928816666667
5329,695.0,56D3AA84,Ruta 1 Olaya,EQX972,40.0,12/14/2023,7:21,SALIDA,10.3391933333333,-75.4928816666667
5330,695.0,B37B39A3,Ruta 1 Olaya,EQX972,40.0,12/14/2023,7:21,SALIDA,10.3391933333333,-75.4928816666667
5331,696.0,6A813FA5,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:26,SALIDA,10.34281,-75.4875
5332,696.0,4A9A68A5,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:26,SALIDA,10.342905,-75.4870283333333
5333,696.0,9A9D3BA5,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:26,SALIDA,10.3426766666667,-75.4858116666667
5334,696.0,F32E9499,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:27,SALIDA,10.343785,-75.48451
5335,696.0,46DB5D76,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:27,SALIDA,10.3485566666667,-75.4825466666667
5336,696.0,B3D69399,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:27,SALIDA,10.3508633333333,-75.4812666666667
5337,696.0,F28451BE,Ruta 1 Olaya,TVC121,40.0,12/14/2023,7:28,SALIDA,10.35265,-75.4788516666667
5338,697.0,4A2544A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:26,SALIDA,10.3394066666667,-75.49289
5339,697.0,76F56E88,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:26,SALIDA,10.3393533333333,-75.4929
5340,698.0,5A178639,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:27,SALIDA,10.3392416666667,-75.4929383333333
5341,698.0,7A573FA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:27,SALIDA,10.3392416666667,-75.4929383333333
5342,698.0,2A8DDCB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:27,SALIDA,10.3392333333333,-75.492885
5343,698.0,C6B99C84,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:27,SALIDA,10.3392466666667,-75.49288
5344,697.0,469F6F88,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:28,SALIDA,10.3392583333333,-75.49295
5345,698.0,D4A4995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:28,SALIDA,10.3392566666667,-75.4928766666667
5346,698.0,7AF137A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.3392433333333,-75.492945
5347,698.0,C4288F5A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.3392333333333,-75.49294
5348,698.0,6A79EAB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.33926,-75.4929266666667
5349,698.0,BA087B39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.33926,-75.4929266666667
5350,698.0,DA8B68A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.3392666666667,-75.49292
5351,698.0,04DAB85A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:29,SALIDA,10.33924,-75.4929266666667
5352,698.0,1A0C7D39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:30,SALIDA,10.33924,-75.4929266666667
5353,698.0,56396276,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:30,SALIDA,10.33924,-75.4929266666667
5354,697.0,D6D88284,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:30,SALIDA,10.3392583333333,-75.49295
5355,697.0,464C6A88,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:30,SALIDA,10.3392583333333,-75.49295
5356,697.0,DA2DE9B0,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:30,SALIDA,10.3392583333333,-75.49295
5357,698.0,4A25F6B0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:30,SALIDA,10.3392133333333,-75.4929283333333
5358,698.0,6421995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:31,SALIDA,10.3392383333333,-75.49296
5359,698.0,FA757339,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:32,SALIDA,10.3392383333333,-75.49296
5360,698.0,74E3E75A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:32,SALIDA,10.3392383333333,-75.49296
5361,698.0,F3C66C8F,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:32,SALIDA,10.3392383333333,-75.49296
5362,698.0,0488985A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:33,SALIDA,10.3392383333333,-75.49296
5363,697.0,DA9D28A5,Ruta 5 Ceballos ADM,TVB862,22.0,12/14/2023,16:33,SALIDA,10.3391666666667,-75.4929266666667
5364,698.0,CA8644A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:35,SALIDA,10.3392383333333,-75.49296
5365,698.0,CADB83A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,12/14/2023,16:35,SALIDA,10.3392383333333,-75.49296
5366,701.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:02,ENTRADA,10.4115783333333,-75.5205966666667
5367,701.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:08,ENTRADA,10.4076433333333,-75.5095516666667
5368,701.0,03B839A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:11,ENTRADA,10.4064083333333,-75.502625
5369,700.0,F28451BE,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:12,ENTRADA,10.4019833333333,-75.4732616666667
5370,700.0,4AFCEFB0,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:12,ENTRADA,10.401885,-75.4730016666667
5371,701.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:16,ENTRADA,10.3991716666667,-75.5016116666667
5372,699.0,66686676,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,18:21,ENTRADA,10.3794383333333,-75.489335
5373,701.0,AAC5E8B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:21,ENTRADA,10.3928466666667,-75.5039866666667
5374,701.0,06F16D88,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:24,ENTRADA,10.3928466666667,-75.5039866666667
5375,699.0,A692AA84,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,18:25,ENTRADA,10.37982,-75.4847733333333
5376,699.0,B651B184,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,18:27,ENTRADA,10.3796666666667,-75.4817266666667
5377,699.0,2652B784,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,18:28,ENTRADA,10.3796316666667,-75.4812366666667
5378,701.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:29,ENTRADA,10.389,-75.5032433333333
5379,701.0,6A3EE4B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,12/14/2023,18:30,ENTRADA,10.389,-75.5032433333333
5380,700.0,F32E9499,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:31,ENTRADA,10.40174,-75.4624283333333
5381,700.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:33,ENTRADA,10.4024833333333,-75.45977
5382,700.0,9A9D3BA5,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:36,ENTRADA,10.406185,-75.44895
5383,700.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:36,ENTRADA,10.406185,-75.44895
5384,700.0,6A813FA5,Ruta 1 Olaya,TVC949,16.0,12/14/2023,18:42,ENTRADA,10.3867616666667,-75.449815
5385,702.0,4AAFF7B0,Ruta 1 Olaya,TVB199,31.0,12/14/2023,19:00,SALIDA,10.3392133333333,-75.492965
5386,702.0,44D5D25A,Ruta 1 Olaya,TVB199,31.0,12/14/2023,19:00,SALIDA,10.33924,-75.49296
5387,703.0,03183AA3,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:03,SALIDA,10.339205,-75.492905
5388,703.0,F3F40D9C,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:03,SALIDA,10.339205,-75.492905
5389,702.0,535339A3,Ruta 1 Olaya,TVB199,31.0,12/14/2023,19:07,SALIDA,10.3392966666667,-75.4929333333333
5390,703.0,DA933FA5,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:07,SALIDA,10.339205,-75.492905
5391,703.0,AAB07239,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:07,SALIDA,10.3391983333333,-75.4928983333333
5392,703.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:07,SALIDA,10.3391983333333,-75.4928983333333
5393,703.0,5A24E4B0,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:11,SALIDA,10.33924,-75.492925
5394,702.0,D65DA484,Ruta 1 Olaya,TVB199,31.0,12/14/2023,19:11,SALIDA,10.3392966666667,-75.4929333333333
5395,703.0,9A157A39,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:14,SALIDA,10.33921,-75.4929083333333
5396,703.0,DACC73A5,Ruta 3 Blas de Lezo,TVB862,22.0,12/14/2023,19:14,SALIDA,10.33921,-75.4929083333333
